문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
477146791,질문용인 보평역 서희스타힐스 리버파크 게이트2 입구쪽 담배,용인 보평역 서희스타힐스 리버파크 아파트 게이트2 입구쪽 도로에서 담배를 피고 바닥에 그대로 버립니다. 그들의 침과 쓰레기와 함께요. 거의 서희스타힐스 입주인들이 나와서 피거나 집에 들어가기전에 차를 세워놓고 피우고 담배꽁초를 버리고 갑니다. 극히 일부의 서희스타힐스 입주민이라고하죠. 1963세대 중에 담배 피는 사람만 피는 것일테니까요. 서희스타힐스에 온 관계자 일 수도 있겠죠. 하지만 일상복을 입고 나와서 담배피고 그들의 침과 쓰레기등을 같이 바닥에 그냥 무단투기 하고 다시 걸어들어가는 것을 보면 서희스타힐스 입주민이 대부분이라고 보여집니다. 서희스타힐스 내를 모두 금연구역으로 지정해서 다 나와서 담배를 핀다면 본인들은 깨끗하고 편한 아파트단지를 만들어서 좋겠지만 풍선효과로 그 앞 도로는 슬럼화되고 있는데 이게 맞는것인가요? 바로 옆이 아이들 뛰어 노는 놀이터이고 용인시민이 사용하는 공원입니다. 이곳을 금연구역으로 지정할 수는 없을까요? 방법을 알려주세요. 처인구청 도시미관과도 왔다 갔는데 담배는 매일 쌓여만 갑니다. 관리실에서 한 번씩 쓸기도 하는 것 같은데 담배를 피우러 서희스타힐스 입주민들이 그지때마냥 시도 때도 없이 담배를 피우고 그들의 침과 쓰레기를 무단투기하고 갑니다. 제발 금연구역으로 지정할 수 있는 방법을 알려주세요. 저렇게 담배꽁초로 지저분한 서희스타힐스 아파트라면 다 그지때들만 사나 하고 아파트 값도 떨어질텐데 제발 금연구역으로 지정할 수 있는 방법을 알려주세요. 그래야 경각심이라도 생길 것이잖아요.,120923, 44,2024.10.28
477206086,질문이사 비용,경기도 용인시 처인구 한숲로 83 501동입니다. 13층에서 출발하여 같은 동 (501동) 5층으로 이사합니다. 같은 라인이구요 평수는 18평이고 수학 공부방입니다. 아이들 1인용 책상 8개 6인용 책상 4개 1인 수강용의자 24개 정도 책장 2칸 x 5칸 (높이 1800정도) 1개 책장 1칸 x 3층 짜리 1개 대형 복사기 1개(바퀴있음) 기타 집기들 있습니다. 음식을 해먹지는 않아서 냉장고안에는 아무것도 없습니다. 에어컨 이동 필요없고 책들 100여권 있고 기타 서류파일들 좀 있습니다. 기타 자잘한 물건들 좀 있구요.. 원하는 날짜는 평일 손없는 날로 원하고 대략 11월 29일(금요일) 혹은 11월 9일(토요일) 정도로 원합니다. 시간은 아침 일찍이면 좋겠고 이사 가려는 곳은 현재 공실입니다. 견적 많이 보내주세요~~^^,120923, 51,2024.10.28
477193438,질문에버랜드 법인티켓,번장에서 에버랜드 티켓을 구매했는데 법인티켓이라 가기 하루 전날 발급된다고 전 날 주시겠다고 하는데 맞나요??,120923, 39,2024.10.28
477192949,질문기흥역 여기 오피스텔 매물 괜찮은건가요?,안녕하세요 요즘 집값이 올라서 오피스텔도 알아보는 중입니다... 분당이 직장인데 분당은 너무 택도 없어서 가능하면 수지 용인권에서 알아보려는데 우연히 기흥역 오피스텔 매물 소개가 올라와서요. 요즘 기흥역 오피스텔 어떤가요? 그래도 아파트 전세를 들어가야할까요.... 가격은 괜찮은 것 같은데... 전화해보니 몇 물어봤더라구요... 고민이네요.. 요즘 집 구하기 정말 어렵네요.ㅠㅠㅠㅠ https://bit.ly/3Ah5IZs,120923, 36,2024.10.28
477188886,질문용인 포곡읍에서 마평동까지,이어지는 57번 국도 언제쯤 이어지나요?,120923, 28,2024.10.28
477116254,질문용인 47번 국도와,57번 국도 언제 이어지나요?,120923, 39,2024.10.28
477162483,질문용인대 근처에 놀거리 많나요?,용인대학교 근처 어떤가요? 번화가인가요?,120923, 35,2024.10.27
477102457,질문영덕여고 지원 전 질문이요!,내년에 영덕여고 가고싶은데 궁금한게 있어요 1.체육대회는 어떻게 하나요? 2.올해 수학여행이랑 수련회는 어디로 갔나요? 3.시험 난이도가 많이 높나요? 4.시험기간에 야자는 어떻게 하나요? 5.자습이 잘 되어있다는데 구체적으로 어떻게 잘 되어있나요? 6.교복은 어떻게 생겼나요?(사진 있으면 더 좋구요!!) 7.여고에서 연애하는 사람도 있나요?(타학교 남학생이랑) 8.화장?같은건 어느정도까지 허용인가요? 이외에 영덕의 특별한 점을 알려주세요ㅠ,120923, 46,2024.10.27
477142987,질문티익스프레스 대기시간 어림짐작했을때 어떨까요ㅠㅠ??,현장체험학습 에버랜드로 가는 6학년 잼입니다 갈때까지 일주일도 채 안남았어요ㅜㅠㅠ 저희 모둠도 그렇도 다른 애들 보니 다 입장하자마자 티익스로 달려가기로 했어덩요 학교 단체버스는 10시에 내릴 예정이구..그럼 티익스로 바로 가면 최소 11시는 될 것 같습니다ㅠㅠㅠ 이때 대기시간 어떨까요ㅠㅠ2시간??3시간??4시간도 걸리나요ㅠㅠ??? 급해요ㅠㅠ저희 3시30분까지밖에 못있거든요 대기시간 많이 길 것 같으면 동선 바로 바꿔야 해요 티가 좀 멀기도 하고..진짜 현체까지 좀밖에 안남았어요ㅠㅠㅠ 티익스 한번만이라도 타본사람 답변 주세요ㅠㅠ!!!! 자기는 어떨 때 얼마 기다렸다 이정도도 알려주시면 감사하겠습니다 진짜 급해요ㅠ,120923, 38,2024.10.27
477090028,질문남사cj네이버센터,경기 용인시 처인구 남사읍 상세 주소 아시는분 알려주세요 지도엔 남사cj네이버센터 검색해도 안나와요 상세주소 부탁드립니다,120923, 38,2024.10.25
477086367,질문에버랜드 플랜잇,이렇게 뜨는데 시간지정을 하면 저 예약한 시간에 가서 결제한 후 화면을 보여주면 프리패스로 줄 안서고 티익스 탈 수 있는건가요? 그리고 사람이 4명아면 4개 사야하나요? 급하니까 빨리 알려주세요,120923, 38,2024.10.25
477022822,질문용인 미르 스타디움 주차장 가는 법은 무엇인가요?,주말에 용인 미르스타 디움에서 열리는 축구 경기를 보러 가려고 하는데 주차를 어디에 해야 하나요? 주차장 가능 방법과 어디에 주차하는 게 가장 좋은지 꿀팁 공유 좀 해주세요.,120923, 243,2024.10.24
477022130,질문용인에 처인구에 아파트 알아보고 있는데요,이미 구축가격도 오르고 분양가도 오른거 알지만 아직 그래도 용인은 4억대면 아파트를 매매할 수 있는것 같더라구요 그래서 본게 용인 양지에 서희스타힐스 하이뷰 인데 알아보니 지주택이더라구요? 지금 계약하면 원하는 동 호 수에 가격도훨씬 저렴하게 겟 할 수 있는데 어떤가요??,120923, 311,2024.10.24
476867695,질문경기 용인 57번 도로,57번 도로는 고속도로로 만들어 지나요? 국도로 만들어 지나요? 광주 반대 방향에서 용인가는길 같은데 어디까지 이어지나요?,120923, 40,2024.10.24
476868454,질문용인 포곡교차로,57번 국도 평택> 안성 방향 언제 뚫리나요?,120923, 39,2024.10.24
476980900,질문용인ic에?,통행권 차선 있나요?,120923, 34,2024.10.23
476860818,질문용인 57번 국도,언제쯤 완공되나요? 평택. 안성 까지는 연결되나요?,120923, 49,2024.10.21
476900992,질문에버랜드 솜 늦게 가면 못 받을까요? ㅠㅠ,수요일 학교 시험 끝나고 에버랜드 가려고 합니다. 혹시 12시쯤 가면 솜 지급 어려울까요? 만약 솜 지급 받으려면 적어도 몇시까지 가야하는지 궁금합니다!,120923, 78,2024.10.21
476897803,질문처인구 양지에 서희스타힐스 하이뷰 괜찮을까요?,처인구에 관심이 많은사람입니다. 이제와서 찾아보니 분양가 가격이 많이 올랐더라구요 양지에 서희 하이뷰가 눈에 들어왔는데 하이닉스 시작하면 거리도 가까운편이고 대단지에 초품아니까 메리트 있을까요?,120923, 458,2024.10.21
476877703,질문에버랜드 입장권 큐패스 어떤거 사야하나요?,30개월 아이랑 부모 셋이서 에버랜드 가려고하는데요 스줄 이런거 생기고 첨 가봐요 아기이다보니까 동물 위주로 볼거고 줄 되도록 안섰으면 좋겠어요 로스트밸리 사파리월드 이 두개의 Q패스를 사려면 입장권이랑해서 어떤걸 구입해야하나요? 아 만약에 성인 한명에 30개월 아기 둘이서 간다면 가격이 많이 다를까요? 큐패스는 성인껄 사면 아기는 포함되나요? 카드할인 등 최대한 저렴하면서 실속있게 다녀오고싶습니다 도와주세요,120923, 66,2024.10.20
476779844,질문용인 모현읍...,용인 모현읍에서 평택까지 가는 국도 언제 뚫리나요?? 모현읍에서 백암 갈 수 있나요? 시내도로 말고 국도로만요,120923, 32,2024.10.19
476780024,질문용인 능원교차로에,평택까지 가는 길 언제 뚫리나여? 표지판 분명 있었으니... 공사 아직 인가요??,120923, 46,2024.10.19
476784529,질문45번 국도,용인 모현읍 큰길에서 길 중간에 도로가 막혀있는데 언제쯤 뚫리나요?? 용인에서 > 평택,120923, 34,2024.10.19
476785443,질문용인 흥덕고등학교 인기 많나요? 경쟁률 어떤가뇨!!!?,인기많ㄴ나여?!?!?!?!? 경쟁 얼마나 치열항가요? 올해 경쟁 전망도 되도록이면 알 수 있었으면 좋겠어요!!!! +등교시간도..,120923, 45,2024.10.18
476784354,질문용인 퇴근길,1. 용인 포곡읍 처인구쪽 차 많이 막히나요? 2. 용인 지금 비 많이 오나요????,120923, 31,2024.10.18
476705963,질문포곡고/용인삼계고 고민됩니당ㅠ,이번에 힐스테이트 몬테로이로 이사가게되었는데 포곡고랑 용인삼계고 둘다 가는 시간은 비슷하더라구요 지금 현재 가내신은 198.9이고 두 학교 다 난이도나 입결을 몰라서 장단점 부탁드려요!! 포곡고가 인원수가 더 많아서 가려했는데 용인삼계고가 이번에 자공고 2.0이 됐더라고요? 농어촌 전형된다는 말도있던데 멀리서 이사가는거라 해당 안되나요?? 둘중 어디가 더 조을지 알려주세요!,120923, 43,2024.10.18
476778045,질문장거리연애,며칠전 장거리연애하다가 헤어졌습니다. 거리는 대구-증평이였고 자차로 2시간30분 기차로 1시간(기차역까지40분)이였습니다. 소개로 만나게되었고 만난지 이틀만에 고백을 해서 만나게 되었습니다.주말마다 제가 퇴근 후 대구에서 만났고 1박2일 동안 보았습니다.(전 밤에 집으로 돌아감) 만나면서 안맞는 부분도 있었지만 한번도 싸우지않고 지냈고 여행도 다녀오고 오빠 친구 결혼식도 다녀왔습니다.그리고 일주일 후 저한테 이별통보를 하였습니다.이유는 저의 보수적인 집안과 결혼을 생각하고 있었기에 미래가 안그려진다고 하네요.이별을 예상을 하고 있었지만 통보받고 나니 너무 힘들어 계속 붙잡아도 보고 통화도 하다가 결국 어제 헤어졌는데..너무 힘이 드네요ㅠㅠ만나면서 설레였던건 잠깐이였거 그후엔 그냥 좋아하는 감정이 많았고 저는 오빠가 편해서 친한 오빠처럼 느껴졌습니다.헤어지는게 맞았을까요?재회는 어려운거겠죠?,120923, 291,2024.10.18
476774268,질문용인 시내,용인은 시내가 어디쪽인가요? 울산 살다가 용인 가게 되었는데 울산 성남동과 삼산 뭐 동구 이런곳을 용인의 기흥구 처인구? 이런곳과 비교하자면 어디어디일까요?,120923, 38,2024.10.18
476769588,질문용인시 기흥구 처인구 활발수준,처인구가 기흥구보다 더 번화가인가요?,120923, 28,2024.10.18
476751362,질문용인 농어촌 가능한 지역? 학군 소개해주세요,중학교에 맞춰 이사가려고 해요! 읍 면이지만 학군 잘 돼있는 곳 어디인가요?,120923, 31,2024.10.17
476747141,질문에버랜드 갈려는데 어케해야됨?,안중에서 용인에버랜드까지 갈려는데 어케가야되나요 처음가봐서 아시는분있으면 좀 알려주세요 안중터미널에서 버스타는건 아는데 용인까지 한번에 갈수는있을까요? 입구에 내려서 에버랜드까지 들어가는것도 문제인데,120923, 36,2024.10.17
476737556,질문동백에서 기흥역까지?,아침 7시까지 적어도 6시50분까지 갈수있는 버스가 있을까요?,120923, 32,2024.10.17
476697918,질문에버랜드 반깁스,엄지발가락 뼈가 골절돼서 반깁스했는데 반깁스한채로 에버랜드에서 놀이기구 탈 수 있나요 본인이 힘들고 그런거 말고 직원이 못타게 하거나 그런 건 없는지 궁금합니다,120923, 34,2024.10.16
476674167,질문용인 일반고 추천,용인에서 면학 분위기가 좋은 일반고 추천해주세요 그리고 학원가 알려주세요 또 내신 따기 좋은 학교 있으면 추가로 알려주세요,120923, 22,2024.10.15
476670222,질문양지면에 아파트들 많은데 한번 봐주세요?,양지쪽에 아파트를 하나 매입 생가각하고 있습니다. 애 학교도 보내야하고 돈이 여유가 있진 않아서요. 근데 서희하이뷰가 눈에 들어오더라구요 입주기간도 남았고 좀 모아서 잔금치르고 학교도 앞에 부지가 있고 괜찮은거같은데 일반분양이 나을까요? 특별분양하는 지금 들어가는게 나을까요?,120923, 20,2024.10.15
476655162,질문단국대학교 천안캠퍼스의 학생식당 메뉴는?,단국대학교 천안캠퍼스 학생식당은 학생회관 공학관 인문사회관 생활관 등 총 4곳에 위치해 있다고 들었는데요. 대표적인 메뉴는 어떤 게 있나요? 인기 메뉴는 어떤 음식인가요?,120923, 21,2024.10.15
476649401,질문용인 양지 편편집 무한리필 맛집 고기도 무한리필되나요?,용인에 편백 찜 월남쌈 샤브샤브 무한 리필 집이 있다고 해서 가보려고 합니다. 용인 편편집 고기도 무한리필되나요? 테이블당 이용 시간은 어떻게 되는지 알려주시면 감사하겠습니다.,120923, 22,2024.10.15
476622780,질문용인 성지고 갈 수 있나요?,현재 중2고 성지고랑은 30분정도 거리에요 성적은 중위권에서 중하위..? 정도 되는거 같아요 들어 갈 수 있을까요?,120923, 53,2024.10.14
476602598,질문용인 김량장역Dt점 맥도날드 크록스 키링 아직 남아있?,아직남아잇나요???,120923, 166,2024.10.14
476590717,질문에버랜드 무료셔틀 위치,에바랜드에서 에버랜드 주차장까지 무료 셔틀 운영한다고햇는데 구체적인 위치가 어디인지 알려주세요 약간 주차장 주변에 잇는 버스정류장이나 지하철 역같은거요,120923, 81,2024.10.13
476530221,질문탐라도서관 열람실 급해요ㅠ,탐라도서관 열람실 가려는데 2시간 이상 이석 시 자동 퇴실처리라고 써있는데요 2시간 이상 이석이 무슨말인지 모르겠어요ㅠ 2시간 이상 같은 자리에 앉아있으면 안된다는건가요..? 그럼 딱 두시간만 공부하고 나와야 하나요..?,120923, 51,2024.10.12
476501786,질문이번 축구 국가대표 이라크전 훈련장소가 어디인가요?,기사에서는 13일 용인 인근의 훈련장에서 한다는데 혹시 용인 훈련장 중 어디인지 아시는 분 있나요?! 12일 성남 훈련 말구요!!,120923, 88,2024.10.11
