문서번호,제목,질문,위치,조회수,질문날짜,답변ID,답변,답변날짜
476685629,"질문서울 5535번버스 하차할때 카드를못찍었어요","요금이 추가로 더나오나요?","서울특별시 ",21,2024-10-17,4766856291,"이용 안하고 버스만 탄거면 추가요금 없습니다.",2024-10-17
476576704,"질문요새 문래동 어디가 핫한 건가요?...","요새 문래동 어디가 핫한 건가요? 을지로처럼?","서울특별시 영등포구 문래동 ",23,2024-10-17,4765767041,입니다.,2024-10-17
476685111,"질문송리단길 근처 송파구 맛집 추천해주세요","송리단길 근처에 있는 송파구 맛집 알려주세요 •맛집조건• 1. 인스타맛집× 2. 찐 맛집 3. 현지인 맛집","서울특별시 송파구 ",16,2024-10-17,4766851111,"단길 맛집세컨디포레스트 스파게티 1.5봉땅 꽈베기 4동경산책 일식 1.4일일향 중국집 1.1",2024-10-17
476684630,"질문충남도립대학교 원서","충남도립대 원서2차 언제인가요","서울특별시 종로구 원서동 ",14,2024-10-17,4766846301,"도립대 원서 2차는정확한 날짜는 공지 확인 필요해요.",2024-10-17
476683768,"질문역삼역의 특징","은 무엇인가요","서울특별시 강남구 역삼동 ",22,2024-10-17,4766837684,"역은 고지대에 있는 역.저지대에 있는 강남역과 반대되는 역입니다GS타워 등 회사들이 밀집되어 있으며고층빌딩 숲으로 형성되어 있습니다",2024-10-17
476683768,"질문역삼역의 특징","은 무엇인가요","서울특별시 강남구 역삼동 ",22,2024-10-17,4766837683,"역은 언덕으로 바로역 강남역과 구분됨직장인 상권으로 점심때 상당히 분주하고주말이 되면 상당히 썰렁해지는 역",2024-10-17
476683768,"질문역삼역의 특징","은 무엇인가요","서울특별시 강남구 역삼동 ",22,2024-10-17,4766837682,"역은 강남 테헤란로의 중심지라고 생각합니다.회사들도 많이 밀집되어있고 고층빌딩 숲으로 형성된 지역이라고 생각합니다",2024-10-17
476683768,"질문역삼역의 특징","은 무엇인가요","서울특별시 강남구 역삼동 ",22,2024-10-17,4766837681,"역은 단순한 교통의 요지가 아니라 비즈니스 문화 쇼핑 등 다양한 기능이 집중된 복합 공간입니다.",2024-10-17
476682304,"질문청량리 홍두깨 칼국수","청량리에 할머니냉면집 근처에 있던 홍두깨 칼국수집 아시는분 계신가요? 대로변에 있는 홍두깨 칼국수집 말고. 할머니 냉면집 라인 바로 오른편에 있었던 곳이요. 그곳은 어땠나요? 보리밥 떡만둣국 칼국수 등등 팔았고 좌식 테이블이였어요","서울특별시 동대문구 청량리동 ",18,2024-10-16,NULL,NULL,NULL
476681717,"질문일산 킨텍스에서 서울역까지 퇴근시간에 길 많이 막히나요","킨텍스 2전시장에서 서울역까지 오후 6시에 이동해야해서요 기차표 예매해야하는데 처음 가봐서 퇴근시간에는 어떤지 몰라 물어봅니다. 퇴근시간에는 얼마나 시간이 걸릴까요? 서울역까지가 많이 막히면 행신역에서 기차 타는것도 고려중입니다!","서울특별시 ",23,2024-10-16,4766817173,"시간 역 방향 이라 별로 안막힘대화역 나와서 1000번 타면  버스 중앙차로 타고경복궁 까지 직진  서울역까지 50 ~ 60분행신역 까지 20분이내 열차가 많지 않으므로  시간맞으면 타도 될듯 함",2024-10-17
476681717,"질문일산 킨텍스에서 서울역까지 퇴근시간에 길 많이 막히나요","킨텍스 2전시장에서 서울역까지 오후 6시에 이동해야해서요 기차표 예매해야하는데 처음 가봐서 퇴근시간에는 어떤지 몰라 물어봅니다. 퇴근시간에는 얼마나 시간이 걸릴까요? 서울역까지가 많이 막히면 행신역에서 기차 타는것도 고려중입니다!","서울특별시 ",23,2024-10-16,4766817172,"시간에 버스 이용 하신다면 약 2시 걸린다고 생각 하시고 이동 하셔야 합니다전철 이용 하시면 약 1시간 정도 걸립니다행신역에서 기차 탑승하는것은 추천드립니다",2024-10-17
476681717,"질문일산 킨텍스에서 서울역까지 퇴근시간에 길 많이 막히나요","킨텍스 2전시장에서 서울역까지 오후 6시에 이동해야해서요 기차표 예매해야하는데 처음 가봐서 퇴근시간에는 어떤지 몰라 물어봅니다. 퇴근시간에는 얼마나 시간이 걸릴까요? 서울역까지가 많이 막히면 행신역에서 기차 타는것도 고려중입니다!","서울특별시 ",23,2024-10-16,4766817171,"역에서 지하철로 서울역까지 이동할 때 소요시간 1시간 걸려요버스로 간다면은 자유로 - 강변북로를 지나가는데요퇴근시간대에는 상암부터 막힐 수 있어요버스도 1시간정도인데 막히면은 30분이상 더 걸릴 수 있어요",2024-10-17
476681214,"질문보통 서울에서","경기도로 내신 따려고 가면 그 고등학교에 서울애서 왔다고 소문이 나나요?","서울특별시 ",29,2024-10-16,4766812142,"이 내신 따러 왔다고 말하지 않는 이상 소문은 안남집이 망해서 왔구나 정도로 소문남",2024-10-17
476681214,"질문보통 서울에서","경기도로 내신 따려고 가면 그 고등학교에 서울애서 왔다고 소문이 나나요?","서울특별시 ",29,2024-10-16,4766812141,"에서 전학 왔다고 바로 소문이 납니다",2024-10-17
476680147,"질문여기 어딘가염?","어딘지 궁금해요","서울특별시 ",26,2024-10-16,NULL,NULL,NULL
476562398,"질문인스파이어 시야 어디가 더 좋을까요?","313 우측 앞열이랑 211 우측 극사이드 뒤열 중에서 어디가 더 나을까요? 그리고 21123보다는 206 같은 무대 쪽 사이드가 나을까요?","서울특별시 이대앞 ",21,2024-10-16,NULL,NULL,NULL
476680005,"질문강북 성북 도봉 고등학교","이쪽에서 사복이 가능하거나 교칙이 좀 널널한 학교 있을까요? 굳이 사복이 아닌 겉옷 정도만 가능한 학교여도 괜찮아요","서울특별시 강북구 ",15,2024-10-16,NULL,NULL,NULL
476678908,"질문서울 데이트 코스 추천 고민상담","제가 좋아하는 오빠가 있는데요.. 3살 연상이에요 이번주 주말에 데이트 하기로 했는데요 영화는 이번에 재개봉한 노트북 보기로 했거든요 하고 뭐 해야할까요.. 밥 먹을 땐 뭐 먹을지 다 먹고 뭐 할지 모르겠어요 아무것도… 그리고 제가 좋아하는 사람 앞에선 눈도 잘 못 마주치는데요 ㅠㅠ 어떡하면 좋아요 저 진짜… 서울에서 만날 것 같은데 연애 고수님들 제발 저 좀 도와주새요","서울특별시 ",32,2024-10-16,4766789083," 갈만한곳1호선용산역 아이파크몰용산역광장 큰길 차길건너편아모레퍼시픽 본사 무료 1층 지하 화장품 전시관 박물관 무료샘플 자판기 등용산우체국 옆 용리단길끝 삼각지역 전쟁기념관 무료신용산역 버스1정거장 도보15분 한강대교 중간 노들섬6호선이태원역1번출구 세계음식거리 클럽 바 골목4번출구 뒷골목 퀴논길 (이색적인 외국인거리 느낌 끝까지 걸으면 이태원시장 용산구청 )3번출구 이슬람 사원 쪽 맛집옆으로 나란히 외국인과 앉아서 밥 먹는 새로운 즐거움가격 5천 ~ 1만원 대우츄 라멘이태원 매운우동산카레라밥 (이색김밥 돈까스)녹사평역 2번출구 해방촌 경리단길 서로 마주보고 있음한강진역 3번출구 한남동 카페거리 블루스퀘어 1번출구 리움미술관미술관 뒤로 하얏트호텔 앞 남산순환도로 남산한강방향 뷰2호선성수역4번출구 팝업 거리펍지(PUBG) 게임 배틀그라운드 팝업 코닥코너샵 등 지도복합문화공간 무신사테라스 스테이지35 등3번출구 카페거리ate브런치 팅플래닛 등성수 2024년 10월 팝업리셀르노 3일 ~ 8일기타 2024년 10월 팝업용산역 아이파크몰 6층 짱구팝업10월31 일까지홍대입구역 산리오리러버스 클럽팝업 10월31일 까지여의도역 더현대 라인프렌즈 월드팝업스토어 10월14일 ~ 11월13일잠실역 레고90주년팝업 롯데월드몰 1층 10월21일 ~ 11월6일2호선건대입구역성수와 1정거장 동선코스 추천하며건대가 있어 홍대못지 않은 큰 번화가6번출구 커먼그라운드(복합문화공간)5번출구 양꼬치거리 1번출구 다이소앞 메인거리 초입1호선동대문역동선코스 동대문 동묘 낙산공원 대학로9번출구동대문 종합시장 옷상가 아님 소품 원단 악세서리 혼수 abcd동 (일요일 문닫음)d동 골목에 길거리 음식 10개 있고 청계천 방향 우측 좁은 골목에 닭한마리 골목 이라고있는데 닭한마리집은 몇개 없고 백반이 유명청계천 건너편으로 두타 밀리오레 쇼핑타운 이쪽이 낮저녁 소매 전문 ddp 쪽 쇼핑타운 새벽 도매전문두타 밀리오레 맞은편이 ddpddp 좌측 맥스타일 골목 에 일요일만 열리는 일요시장이곳이 1천원짜리 재고 하자있거나 반품된 새옷 티셔츠도 있고 각종 새물건 아주저렴 하게 파는곳동묘벼룩시장 하고 연계해서 보면 아주좋은 동선코스일요시장 길 쭉 따라가면 디오트 간판이 크게 보임 앞이 청계천 다리다리 건너면 동묘 벼룩시장(일요일이 아닐경우 동대문역 4번출구 완구문구 도매상가 골목 끝까지 가면 동묘연결)구제 상가 옷무덤 골동품 수입먹거리 등 중고 용품 파는곳동묘벼룩시장 구경 후 동묘앞역 10번 출구에서 03번 마을버스 타고낙산공원 종점 하차 5분 서울 뷰 를 보고성곽길 따라 내려오면 한양도성박물관 흥인지문 동대문역이화마을 쪽으로 내려오면 대학로 마로니에공원 혜화역2곳다 걸어서 내려오는 시간은 10분대학로 동대문에서 걸어올라가면 20분 정도 걸림(동묘구제시장 쇼핑방법 지하철출구 앞 구제메인거리 보다 동묘문앞 옷무덤(2천원짜리 쌓인옷)우측 골목구제가 싸고 오리지널 )동묘맛집 청계천 라인으로 나오면찾기 쉬움 바로뒷골목 동태찌개 골목이라고 함 매우좁은 골목 가게가 10개 정도 있음광주식당 한가지메뉴 동태찌개 줄서서먹는곳 8 돈까스 가게 1곳 83호선독립문역서대문형무소 보고 독립문사거리 에서 좌측 대각선으로 보면가장큰건물 경찰박물관 감옥체험 수갑체험 등 각종체험 과 신기한 전시물 무료뒷쪽길로 해서 돈의문박물관 마을까지 걸어서 갈수도 있음 15분 정도 소요맛집 영천시장5호선광화문역 서대문 역4번 출구 최근 가장 핫한 돈의문 박물관 마을 신라 조선 그런거 아님 70 ~ 90년대 생활사 박물관만화방 오락실 실제 체험 무료 광화문역 도보10분 광화문광장 교보문고 청계광장강남 역11번 출구 강남역 지하상가 200여개 매장리니게이트 팝업스토어 콜투마인드 팝업스토어 악세사리 폰 등 옷가게가 유명 10시 ~ 22시애플샵 cgv 뒤쪽골목에 방탈출 보드게임 등 이색까페 네컷사진 이 많은곳먹거리 꼬꼬이 일식 카레 디저트 빌리엔젤 1만원대8번 출구 삼성전자 딜라이트샵 무료10번출구 골목이 성인상권 이고 건너편 11번출구 cgv 쪽은 학생들 상권)중간 카카오프렌즈 3층 까페 음료 도넛 5천 ~ 3천뒤쪽 제로ㅇㄷ 방탈출까페 먹거리 강ㄴ교자 칼국수1만원대 콤보 샌드위치클럽 포차거리가장 끝 신논현역 교보문고4번 출구 직진 10분 kbo 회관 프로야구 정보 전시관 무료2호선삼성역코엑스몰 아쿠아리움별마당도서관 1층 2층 약7만권 책대여는 불가 하며 안에서만 가능 2층이 한가한편2호선잠실 역잠실역 지하상가 영업장 150개 옷가게 가장 많고 소품샵도 먾은곳4번 출구 롯데월드2번 출구 롯데타워롯데타워 뒤 석촌호수 동호송리단길 보드게임카페(청소년할인) 만화카페 소품샵거리 공방네컷사진 노래방 등 즐길 거리가 있는 곳소품샵코지블루비쥬마켓루이코모맛집세컨디포레스트 스파게티 1.5봉땅 꽈베기 4동경산책 일식 1.4일일향 중국집 1.13호선종로3가역익선동 인사동 북촌한옥마을 삼청동 경복궁 동선코스4번출구 편의점골목이 익선동 초입 옆에 지나가는 사람과 어깨가 닿을 정도로매우 좁은 미로같은 (겉만 한옥 거리이지 사실 속은 서양식 )까페 네컷사진 오락실 옷 가게 등 즐길거리 먹거리가 많은곳 바로옆 낙원상가통과하면 인사동 네거리 쌈지길(전통복합문화공간)방향 안국역 쪽 인사동 초입 1번출구 안국빌딩 골목진입정독도서관 옆길로 해서 목욕탕굴둑이 보이는 골목 언덕이 북촌한옥마을북촌한옥마을 난간계단으로 내려가면 삼청동 카페거리여기서 조금 가면 삼청파출소 우측으로보면 경복궁 담벽라 민속박물관 출구종로3가역 맛집 익선동 쪽을지면옥 냉면15 소고기국밥13종로찌게마을 대구탕12 2시간이상 못있는곳미갈매기살 갈매기살18 삽겹19 막창18이경문순대곱창 11시부터 줄 순대국 9 건더기 엄청푸짐종로할머니국수 멸치국물 8 김치가 괜찮은곳 찬양집 해물국물 하고 양대산맥베베도넛 4 음료5간판없는가게 스파게티 아란치니 8익선미다방 파스타 2서울커피 빵4.5 음료 6호호식당 일식 히레카츠 16자연도 소금빵 시간대별로 나오는빵을 먹을수 있는곳한옥마당 에서 차와 빵을 먹을수 있는곳 대신 차를 시켜야함 (익선동 카페구조가 대부분 비슷)소금빵 4개 한셋트 12 빵매니아 추천을지로 입구역8번 출구 바로앞 롯데백화점 연결통로스타 애비뉴 (연예인 bts 사진 손도장 등 포토존으로 유명 ) 롯데앞명동지하상가로 차 길 건너면 명동 을지로 초입명동 세계 길거리 음식 탕후루 등 (길거리 음식은 16시 이후에 많이 나옴)명동성당 옆골목이 맛집(명동교자등 ) 노래방 보세옷 등 놀 거리가 많은 곳명동역 쪽으로 나옴 명동역 지하상가 안 굿즈샵 1번 출구 12층짜리 다이소3번 출구 퍼시픽호텔 갈림길 좌측 재미로 끝까지 올라가면 남산돈까스 거리 (소월로)명동역 4번 출구 직진 신세계 사거리 좌측 애니메이션 센터 1층 애니까페 2층 놀이방애니센터에서 터널 방향으로 조금 올라가면 오르미라는 에스컬레이터 장치 무료남산타워 케이블카타는곳 까지 올라감명동은 물가가 비쌈 저렴한분식류등촌샤브샤브 칼국수 1명동교자 칼국수 1신세계떡복이두끼 떡복이 학생 1이베달라붙는떡복이 1영등포 역영등포 지하상가 영업장 120개 옷가게가 가장많으며 중고서점 알라딘 등 이색매장도 많음지하상가와 연결된 신세계 백화점백화점과 타임스퀘어 는 연결 내부 교보문고 오락실 실내동물원 옥상정원 등홍대입구역9번출구 kfc 골목 초입 길거리 음식 10개메뉴는 떡복이 순대 꼬치 . 등 3천 ~ 4천 .길거리음식 지나면 버스킹무대 앞좌측길은 ak프라자 뒷쪽 직진 좁은골목 서교초등학교 보세옷거리우측길 지나서 사거리 차길나옴건너편 분홍색 스티커사진 골목이 홍대메인거리바로옆 나이키 좁은 골목은 곱창음식 사주타로 골목좌측 홍대정문방향 으로는 브랜드 옷가게 들이 많음우측 홍대입구역 사거리 방향 (큰길)메인거리 진입 홍대자체 브랜드 청바지 1만5천원 빽바지 엠플레이그라운드 등 컨테이너 옷가게괜찮은 옷가게가 많이 있음 길거리에 저렴한 1천 ~ 2천 짜리 악세사리화장품가게 타로 운세가 굉장히 많고 폰가게 등등 중간에 수 노래방 본점끝쪽 길바닥에 색칠해놓은 광장같곳이 나옴 스피커 가져와서 모자 깔아놓고 혼자 춤 기타버스킹 하고 다름우측으로 력셔리 수 노래방 짱 오락실 상상마당상상마당 앞길은 가운데가 공영주차장 이었는데 전부 없애고 공원화양싸이로 상가 까페가 쭉 합정역 상수역까지 연결합정역쪽은 고기집이 많고 상수역쪽은 까페가 많음3번출구 연트럴파크 가운데가 공원 양싸이드로 상가가 쭉 있고우측 까페많은쪽 골목골목에 연남동 특유의 소품샵 이쁜까페 옷가게인스타 감성 디저트 가게가 즐비하고 연남동주민센터 쪽도 괜찮은곳 많음동진시장 연남동 골목골목 끝 쪽에 위치 금토일에 장이 열리며수제 향수 악세사리 등 옛날 시장을 개조한곳연트럴파크 중간 철길 건널목 우측에 기사식당 꽤유명 하고화교들이 직접운영하는 중국집이 몇개 있음연남동의 과거 모습은 기사식당 골목 이 있는 작은 화교마을연남동 끝 연희동 카페거리 넘어가는 굴다리 벽화 그려진 포토존홍익대학교 정문 우측바로옆길 포토존 벽화거리정문 좌측 골목 홍대에서 가장 높은 와우공원홍대정문에서 우측으로 5분정도 걸어가면 클럽포차거리삼거리포차 앞 기준 홍대 방향은 20대 클럽우측 상수역 방향은 30대 클럽2번출구 라인프렌즈 메가박스 삼성디지털프라자 무료포토존 cgv뒷쪽 카페들이 가격이 저렴 싼만큼 외진곳카페 길로 해서 연트럴파크로 갈수가 있음4번출구 ak프라자 꼭대기 홍대뷰 감상ak프라자 5층 굿즈샵 애니메이트3층짜리다이소 와이즈파크 타미야6번출구 소품샵거리 오브젝트 수바코책거리 굿즈샵 안서당8번출구 카카오프렌즈홍대놀거리 만화까페 1시간 + 음료 7천원 (보통 24시까지 영업 24시간 하는곳은 심야 요금 따로적용)방탈출까페 1인 2만5천원 60분 가격 낮아진곳 많음 메인거리 중간중간 피켓들고 사람이 서있음vr까페 70분 2 ~ 3만원동물까페룸까페 1만2천원포토존까페 4500원 ~ 1만원타로 5천원사격장 1만원양궁장 1만원짱오락실폰케이스 만드는곳 2인 2만원정도스티커사진 4천원홍대메인 거리끝 8층짜리 상상마당 안에 소품샵 코노 까페 등 전부 다있음안에 공방이많음 7천원 까페 독립영화관 전시회 많이함 유료 무료 둘다 있음상상마당 맞은편 올리브영 골목 핑크대문 쪽이 클럽골목상상 사거리 우측 대각선 편의점 이름이 라면도서관 봉지면을 100여개세계 라면을 책처럼 꺼내먹는방식 국내라면가격은 거의 비슷일본라면이 비쌈 미고랭 저렴 외국인이 상당히 많음홍대 노래방 평균 1시간 1만2천원수노래방 토일만 24시간 낮12시 ~ 16시 1인 2천ㅅ 노래방의 장점은 전층을 사용함 창문쪽이 방이므로 홍대거리가 훤히 보임 밖에 지나가는 사람보면서 노래를 부른다는거 물론 밖에서도 보임상상맞은편 낮시간 풀 1시간 4천원 노래방 이었는데 바꼈음 (19시 까지 청소년 8천원 성인1만원)메인거리 초입 우측 좁은골목 노래방 토일 제외 풀 성인1만 청소년8천원홍대에서 메인거리만 (nb대리점 청춘마루 나이키 )찾으면 전부 몰려있고 홍대에서 상상마당 쪽이 저렴홍대에는 스티커 사진관이 엄청 많은곳 50미터마다 한곳씩 보임 인생네컷 홍대네컷 하루필름 ... 등가성비 맛집9번출구 바로앞 길거리 음식 떡복이 순대 평범한곳 8개메인거리 초입 길거리음식 미니붕어빵 한봉지3 마카롱 3 홍콩 계란빵 3 닭꼬치 4.5 등조폭떡복이 5 9번출구 바로뒷골목만평우동 5.5 메인거리 중간 우측 골목철판볶음밥전문점 1 메인거리 사거리 우측카츠업 돈까스 1 메인거리 사거리 좌측 골목혼카츠 돈까스 1.1 메인거리 중간 좌측유선생 돈까스 1 클럽거리쪽가미우동 6 9번출구우동가조쿠 8 2번출구고토히라우동 9 7번출구이츠모라멘 9.5 9번출구부탄츄라멘 9 7번출구연남동 3번출구 기사식당 감남무집 불백1.2 반찬무한리필 화교운영 중국집 덕자한식 1서울 찐 맛집 정리광장시장 빈대떡남대문시장 칼국수청진동 해장국무교동 북어국충무로 생선구이신촌 서서갈비 형제 갈비왕십리 곱창경희대 파전동대입구역 태극당연남동 디저트 리치몬드 제과점여의도 나폴레옹 제과점남산중턱 남산돈까스이태원 수제버거명동 나라별 길거리음식노량진 컵밥동대문 길거리음식홍대 라멘신당동떡볶이신림동순대공덕동 장충동 족발",2024-10-17
